event_index,previous_global_frame,current_global_frame,visualization_label,physical_label,u1_label,u2_label,odb_ip,source_storage_ip,ip_mapping,source_update_state,previous_sdv14,current_sdv14,previous_sdv15,current_sdv15,previous_sdv16,current_sdv16,decrease_magnitude,equivalent_completed_phase_previous,equivalent_completed_phase_current,mapping_status,final_category,category_reason,prior_category
261,193,194,84151,16447,16447,50299,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9993939995765686,0.99935561418533325,0.99938315153121948,0.99930721521377563,205.09544372558594,205.09544372558594,7.5936317443847656e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
262,186,187,84140,16436,16436,50288,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99938678741455078,0.99935275316238403,0.99937880039215088,0.99930334091186523,201.89346313476562,201.89346313476562,7.5459480285644531e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
264,195,196,84703,16999,16999,50851,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99917376041412354,0.99915212392807007,0.99917441606521606,0.99909943342208862,179.57609558105469,179.57609558105469,7.4982643127441406e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
268,195,196,84149,16445,16445,50297,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9990045428276062,0.99890214204788208,0.99894469976425171,0.99887067079544067,199.65434265136719,199.65434265136719,7.4028968811035156e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
270,192,193,84143,16439,16439,50291,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99897825717926025,0.99887716770172119,0.99892020225524902,0.99884653091430664,201.2158203125,201.2158203125,7.3671340942382812e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
273,188,189,84136,16432,16432,50284,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99878567457199097,0.9986875057220459,0.99872845411300659,0.99865537881851196,201.05180358886719,201.05180358886719,7.3075294494628906e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
276,199,200,84700,16996,16996,50848,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99927258491516113,0.99918937683105469,0.999228835105896,0.99915605783462524,211.63626098632812,211.63626098632812,7.2777271270751953e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
277,199,200,84706,17002,17002,50854,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99882715940475464,0.99872797727584839,0.99877017736434937,0.99869805574417114,171.89523315429688,171.89523315429688,7.2121620178222656e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
279,196,197,84700,16996,16996,50848,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99945616722106934,0.99940431118011475,0.99943512678146362,0.99936407804489136,211.63626098632812,211.63626098632812,7.1048736572265625e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
281,198,199,84152,16448,16448,50300,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99921351671218872,0.99912142753601074,0.99916267395019531,0.99909186363220215,213.85627746582031,213.85627746582031,7.0810317993164062e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
283,188,189,84132,16428,16428,50280,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99853956699371338,0.998451828956604,0.99848967790603638,0.99841958284378052,257.94308471679688,257.94308471679688,7.0095062255859375e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
284,189,190,84677,16973,16973,50825,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0013734102249146,1.0013053417205811,1.0013396739959717,1.0012696981430054,1127.7802734375,1216.6832275390625,6.9975852966308594e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
287,181,182,84132,16428,16428,50280,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99971777200698853,0.99968403577804565,0.99970865249633789,0.99963927268981934,257.94308471679688,257.94308471679688,6.9379806518554688e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
289,193,194,84145,16441,16441,50293,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99897301197052002,0.99887824058532715,0.99891847372055054,0.99884945154190063,200.09696960449219,200.09696960449219,6.9022178649902344e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
291,198,199,84710,17006,17006,50858,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99901503324508667,0.99900346994400024,0.99902284145355225,0.99895411729812622,165.88113403320312,165.88113403320312,6.8724155426025391e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
292,195,196,84131,16427,16427,50279,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99795752763748169,0.99788516759872437,0.99791997671127319,0.99785161018371582,220.88490295410156,220.88490295410156,6.8366527557373047e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
293,185,186,84139,16435,16435,50287,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99939227104187012,0.99936354160308838,0.99938607215881348,0.99931788444519043,202.00167846679688,202.00167846679688,6.8187713623046875e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
294,196,197,84150,16446,16446,50298,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99901294708251953,0.99891692399978638,0.99895626306533813,0.99888831377029419,201.81407165527344,201.81407165527344,6.7949295043945312e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
295,189,190,84145,16441,16441,50293,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99936020374298096,0.99933367967605591,0.9993552565574646,0.99928742647171021,200.09696960449219,200.09696960449219,6.7830085754394531e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
297,183,184,84136,16432,16432,50284,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9994080662727356,0.99937987327575684,0.99940115213394165,0.99933344125747681,201.35389709472656,201.35389709472656,6.771087646484375e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
299,188,189,84135,16431,16431,50283,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99874436855316162,0.99865525960922241,0.99869269132614136,0.99862509965896606,202.06367492675781,202.06367492675781,6.7591667175292969e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
300,189,190,84138,16434,16434,50286,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99886095523834229,0.99876964092254639,0.99880754947662354,0.99874013662338257,201.57673645019531,201.57673645019531,6.7412853240966797e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
304,191,192,84148,16444,16444,50296,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99934995174407959,0.99932342767715454,0.99934548139572144,0.99927836656570435,199.30021667480469,199.30021667480469,6.7114830017089844e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
305,188,189,84143,16439,16439,50291,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99937278032302856,0.99934625625610352,0.99936753511428833,0.99930059909820557,201.2158203125,201.2158203125,6.6936016082763672e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
309,199,200,84705,17001,17001,50853,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99881929159164429,0.99872750043869019,0.99876630306243896,0.99869972467422485,172.22897338867188,172.22897338867188,6.6578388214111328e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
311,188,189,84134,16430,16430,50282,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99856191873550415,0.99848049879074097,0.99851608276367188,0.99844986200332642,204.5533447265625,204.5533447265625,6.6220760345458984e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
313,191,192,84677,16973,16973,50825,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0012696981430054,1.0012012720108032,1.0012352466583252,1.0011696815490723,1253.22705078125,1320.023681640625,6.5565109252929688e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
314,191,192,84141,16437,16437,50289,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99892723560333252,0.99883848428726196,0.99887627363204956,0.99881082773208618,202.16667175292969,202.16667175292969,6.5445899963378906e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
316,195,196,84148,16444,16444,50296,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99897307157516479,0.99888372421264648,0.99892055988311768,0.99885612726211548,199.30021667480469,199.30021667480469,6.4432621002197266e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
317,188,189,84133,16429,16429,50281,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99858027696609497,0.99850249290466309,0.99853670597076416,0.99847233295440674,207.03047180175781,207.03047180175781,6.4373016357421875e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
318,188,189,84677,16973,16973,50825,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0014313459396362,1.0013734102249146,1.0014040470123291,1.0013396739959717,1002.5615234375,1127.7802734375,6.4373016357421875e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
320,196,197,84707,17003,17003,50855,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99906092882156372,0.99905318021774292,0.99906933307647705,0.99900579452514648,170.42758178710938,170.42758178710938,6.3538551330566406e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
321,195,196,84704,17000,17000,50852,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99915266036987305,0.9991411566734314,0.99915778636932373,0.99909454584121704,177.920654296875,177.920654296875,6.3240528106689453e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
323,192,193,84143,16439,16439,50291,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99894154071807861,0.99885624647140503,0.99889254570007324,0.99882972240447998,201.6207275390625,201.6207275390625,6.2823295593261719e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
324,188,189,84135,16431,16431,50283,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99869590997695923,0.99861603975296021,0.99865013360977173,0.99858766794204712,202.22296142578125,202.22296142578125,6.2465667724609375e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
326,196,197,84131,16427,16427,50279,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99788516759872437,0.99782013893127441,0.99785161018371582,0.99778944253921509,220.88490295410156,220.88490295410156,6.2167644500732422e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
327,189,190,84678,16974,16974,50826,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0000648498535156,0.99998414516448975,1.0000190734863281,0.99995690584182739,1366.3177490234375,1431.13232421875,6.2167644500732422e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
328,188,189,84134,16430,16430,50282,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99864703416824341,0.99856925010681152,0.99860280752182007,0.99854069948196411,203.03425598144531,203.03425598144531,6.2108039855957031e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
329,198,199,84699,16995,16995,50847,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99962145090103149,0.99956929683685303,0.99959903955459595,0.99953711032867432,234.46279907226562,245.94471740722656,6.1929225921630859e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
330,199,200,84700,16996,16996,50848,2,2,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99902439117431641,0.99894601106643677,0.99898058176040649,0.99891924858093262,201.78329467773438,201.78329467773438,6.1333179473876953e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
331,199,200,84713,17009,17009,50861,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99900615215301514,0.99900096654891968,0.99901652336120605,0.99895519018173218,172.16026306152344,172.16026306152344,6.1333179473876953e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
332,189,190,84137,16433,16433,50285,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99882221221923828,0.99874156713485718,0.99877530336380005,0.99871450662612915,201.32418823242188,201.32418823242188,6.0796737670898438e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
335,182,183,84135,16431,16431,50283,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99944603443145752,0.99942260980606079,0.99944108724594116,0.99938046932220459,202.22296142578125,202.22296142578125,6.0617923736572266e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
336,199,200,84705,17001,17001,50853,1,1,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99881422519683838,0.99873125553131104,0.99876636266708374,0.99870574474334717,174.6923828125,174.6923828125,6.0617923736572266e-05,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
