relative_path,type,size_bytes,last_modified,git_status,canonical_or_generated,stage
results/figures/stage_a_baseline/single_notch_phase_history_vs_u.pdf,pdf,20351,2026-07-14T09:40:52.897216+00:00,tracked,generated,results
results/figures/stage_a_baseline/single_notch_phase_history_vs_u.png,png,106293,2026-07-14T09:40:52.794430+00:00,tracked,generated,results
results/figures/stage_a_baseline/single_notch_rf_u_curve.pdf,pdf,18044,2026-07-14T09:40:52.193351+00:00,tracked,generated,results
results/figures/stage_a_baseline/single_notch_rf_u_curve.png,png,89546,2026-07-14T09:40:51.963753+00:00,tracked,generated,results
results/figures/stage_a_baseline/single_notch_rf_u_reference_status.pdf,pdf,17319,2026-07-14T09:40:52.529237+00:00,tracked,generated,results
results/figures/stage_a_baseline/single_notch_rf_u_reference_status.png,png,93238,2026-07-14T09:40:52.455170+00:00,tracked,generated,results
results/figures/stage_c_final/01_rf_u_h0_h1_h2_refined_v3.png,png,100407,2026-07-22T03:07:03.330082+00:00,tracked,generated,results
results/figures/stage_c_final/02_rf_u_h1_vs_refined_v3_prepeak.png,png,69453,2026-07-22T03:07:03.550381+00:00,tracked,generated,results
results/figures/stage_c_final/03_rf_u_h1_vs_refined_v3_postpeak.png,png,70918,2026-07-22T03:07:03.773662+00:00,tracked,generated,results
results/final/FINAL_EVIDENCE_MANIFEST.json,json,6055,2026-07-25T06:14:58.126055+00:00,tracked,generated,results
results/final/THESIS_FACULTY_PACKAGE_MANIFEST.json,json,4403,2026-07-25T06:35:04.777943+00:00,tracked,generated,results
results/final/THESIS_FACULTY_PDF_RECORD.txt,txt,1904,2026-07-25T06:35:04.776942+00:00,tracked,generated,results
results/final/THESIS_SUBMISSION_BUILD_WARNINGS.txt,txt,1659,2026-07-25T06:15:50.858465+00:00,tracked,generated,results
results/final/THESIS_SUBMISSION_PACKAGE_MANIFEST.json,json,7007,2026-07-25T06:17:02.091934+00:00,tracked,generated,results
results/final/THESIS_SUBMISSION_PDF_RECORD.txt,txt,1941,2026-07-25T06:15:50.919139+00:00,tracked,generated,results
results/final/WP7_DOCUMENTATION_GATES.json,json,658,2026-07-25T05:58:31.648054+00:00,tracked,generated,results
results/final/WP7_LATEX_BUILD_GATE.txt,txt,268,2026-07-25T05:56:23.703584+00:00,tracked,generated,results
results/final/stage_d/FIGURE_PROVENANCE.json,json,2513,2026-07-24T04:55:48.155403+00:00,tracked,generated,results
results/final/stage_d/STAGE_D_FINAL_METRICS.json,json,1001,2026-07-24T04:55:48.154398+00:00,tracked,generated,results
results/final/stage_d/figures/d3d_a1_active_set_convergence.png,png,121736,2026-07-24T04:55:47.773162+00:00,tracked,generated,results
results/final/stage_d/figures/d3d_a1_released_nodes_spatial.png,png,64700,2026-07-24T04:55:48.066624+00:00,tracked,generated,results
results/final/stage_d/figures/minimum_active_multiplier_vs_displacement.png,png,79449,2026-07-24T04:55:47.278290+00:00,tracked,generated,results
results/final/stage_d/figures/stage_d_workflow.png,png,62282,2026-07-24T04:55:46.537730+00:00,tracked,generated,results
results/final/stage_d/figures/violating_active_nodes_vs_displacement.png,png,77599,2026-07-24T04:55:47.034824+00:00,tracked,generated,results
results/final/stage_d/tables/execution_qualification_failures.csv,csv,229,2026-07-24T04:55:48.154398+00:00,tracked,generated,results
results/final/stage_d/tables/transfer_validation_summary.csv,csv,506,2026-07-24T04:55:48.154398+00:00,tracked,generated,results
results/processed/README.md,md,131,2026-07-14T06:43:31.667735+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/CURVE_VALIDATION_REPORT.md,md,649,2026-07-20T15:45:07.286088+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/SOURCE_DATA_MANIFEST.md,md,989,2026-07-20T15:45:07.284045+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/curve_validation.csv,csv,443,2026-07-20T15:45:07.286088+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_csv/H0_RF2_U2.csv,csv,3188,2026-07-20T15:45:07.264535+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_csv/H0_postprocess_summary.json,json,534,2026-07-20T15:45:07.268219+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_csv/H1_RF2_U2.csv,csv,3201,2026-07-20T15:45:07.269841+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_csv/H1_postprocess_summary.json,json,534,2026-07-20T15:45:07.274094+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_csv/H2-PUB_RF2_U2.csv,csv,3204,2026-07-20T15:45:07.277750+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_csv/H2-PUB_postprocess_summary.json,json,547,2026-07-20T15:45:07.281226+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_hashes.sha256,sha256,937,2026-07-20T15:45:07.284045+00:00,tracked,generated,results
results/processed/molnar_lc015_h_convergence/source_inventory.csv,csv,1450,2026-07-20T15:45:07.282773+00:00,tracked,generated,results
results/tables/README.md,md,101,2026-07-14T06:43:31.667735+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_case_metrics.csv,csv,1510,2026-07-20T15:45:07.287786+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_case_metrics.tex,tex,424,2026-07-20T15:45:07.287786+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_publication_comparison.csv,csv,1381,2026-07-20T15:45:07.373997+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_publication_comparison.tex,tex,411,2026-07-20T15:45:07.375007+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_resource_ratios.csv,csv,291,2026-07-20T15:45:07.376007+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_resource_scaling.csv,csv,504,2026-07-20T15:45:07.376007+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_resource_scaling.tex,tex,348,2026-07-20T15:45:07.376007+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_successive_differences.csv,csv,997,2026-07-20T15:45:07.329610+00:00,tracked,generated,results
results/tables/molnar_lc015_h_convergence/h_convergence_successive_differences.tex,tex,375,2026-07-20T15:45:07.329610+00:00,tracked,generated,results
results/tables/stage_a_baseline/single_notch_bounds_irreversibility_for_report.csv,csv,152,2026-07-14T09:40:58.710751+00:00,tracked,generated,results
results/tables/stage_a_baseline/single_notch_matched_states_for_report.csv,csv,688,2026-07-14T09:40:58.710751+00:00,tracked,generated,results
results/tables/stage_a_baseline/single_notch_summary_metrics.csv,csv,294,2026-07-14T09:40:58.710751+00:00,tracked,generated,results
results/validation/molnar_lc015_h_convergence/H0_STATIC_VALIDATION.md,md,681,2026-07-20T11:38:34.533903+00:00,tracked,generated,results
results/validation/molnar_lc015_h_convergence/H1_STATIC_VALIDATION.md,md,953,2026-07-20T11:38:34.533903+00:00,tracked,generated,results
results/validation/molnar_lc015_h_convergence/H2_PUB_STATIC_VALIDATION.md,md,1042,2026-07-20T11:38:34.533903+00:00,tracked,generated,results
results/validation/molnar_lc015_h_convergence/STUDY_EQUIVALENCE_DECISION.json,json,534,2026-07-20T11:38:34.533903+00:00,tracked,generated,results
results/validation/molnar_lc015_h_convergence/STUDY_EQUIVALENCE_DECISION.md,md,589,2026-07-20T11:38:34.533903+00:00,tracked,generated,results
results/validation/molnar_lc015_h_convergence/STUDY_EQUIVALENCE_MATRIX.csv,csv,1612,2026-07-20T11:38:34.533903+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v1/FAILURE_MANIFEST.md,md,827,2026-07-16T05:09:09.016397+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v1/PARAMETER_PROVENANCE_REVIEW.md,md,11692,2026-07-16T04:52:56.664875+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v1/STATIC_VALIDATION.md,md,1425,2026-07-16T04:56:59.139781+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v2/MESH_QUALITY_PREFLIGHT.md,md,1666,2026-07-16T05:37:28.157283+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v2/STATIC_VALIDATION.md,md,2305,2026-07-16T05:37:29.376071+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v2/VALIDATION_RESULTS.json,json,2341,2026-07-16T05:37:29.375064+00:00,tracked,generated,results
results/validation/molnar_paper_matched_single_notch_v2_sdv15_diagnostic/STATIC_VALIDATION.md,md,1121,2026-07-16T10:18:53.360972+00:00,tracked,generated,results
results/validation/stage_c_five_job/STATIC_PBS_VALIDATION.json,json,2036,2026-07-21T06:20:24.179925+00:00,tracked,generated,results
results/validation/stage_d_analytical_transfer/D1_ANALYTICAL_TRANSFER_REPORT.md,md,900,2026-07-22T03:33:11.713789+00:00,tracked,generated,results
results/validation/stage_d_analytical_transfer/D1_ANALYTICAL_TRANSFER_RESULTS.json,json,1371,2026-07-22T03:33:11.713789+00:00,tracked,generated,results
results/validation/stage_d_analytical_transfer/ip_history_transfer.csv,csv,3200,2026-07-22T03:33:11.711787+00:00,tracked,generated,results
results/validation/stage_d_analytical_transfer/nodal_phase_transfer.csv,csv,3699,2026-07-22T03:33:11.707782+00:00,tracked,generated,results
results/validation/stage_p/p3_identifier_interface_audit/ABAQUS_2023_HEADER_MANIFEST.json,json,1984,2026-07-25T03:31:46.510530+00:00,tracked,generated,results
results/validation/stage_p/p3_identifier_interface_audit/ABAQUS_2023_IDENTIFIER_HEADER_EXCERPT.txt,txt,1104,2026-07-25T03:31:46.510530+00:00,tracked,generated,results
results/validation/stage_p/p3_identifier_interface_audit/ABAQUS_2023_RUNTIME_SYMBOLS.csv,csv,940,2026-07-25T03:31:46.510530+00:00,tracked,generated,results
results/validation/stage_p/p3_identifier_interface_audit/ABAQUS_2023_SYMBOL_AUDIT_LOG.txt,txt,993,2026-07-25T03:31:46.510530+00:00,tracked,generated,results
results/validation/stage_p/p3_identifier_interface_audit/PREVIOUS_GETRANK_INTERFACE_AUDIT.md,md,850,2026-07-25T03:31:46.510530+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_FAILURE_FILE_MANIFEST.json,json,3447,2026-07-24T09:38:35.494604+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_FAILURE_TIMELINE.md,md,2483,2026-07-24T09:32:48.330817+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_FORENSIC_STATUS.json,json,745,2026-07-24T09:32:48.335472+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_HYPOTHESIS_MATRIX.csv,csv,1914,2026-07-24T09:32:48.335472+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_LAST_200_LINES/p3s_serial.dat.last200.txt,txt,7357,2026-07-24T09:31:08.393651+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_LAST_200_LINES/p3s_serial.exception.last200.txt,txt,1860,2026-07-24T09:29:36.296813+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_LAST_200_LINES/p3s_serial.msg.last200.txt,txt,112,2026-07-24T09:29:42.344762+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_LAST_200_LINES/p3s_serial.prt.last200.txt,txt,386,2026-07-24T09:29:43.305979+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_LAST_CALLBACK.json,json,823,2026-07-24T09:32:48.329819+00:00,tracked,generated,results
results/validation/stage_p/p3s_signal11_forensics/P3S_SOURCE_CHANGE_MAP.csv,csv,2356,2026-07-24T09:32:48.333819+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/P3SB_OFFLINE_AUDIT.ok,ok,370,2026-07-24T12:50:46.920454+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/P3SB_OFFLINE_AUDIT_INCREMENT_SEQUENCE.json,json,627,2026-07-24T12:50:46.917454+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/P3SB_OFFLINE_AUDIT_LOG.txt,txt,639,2026-07-24T12:50:46.920454+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/P3SB_OFFLINE_AUDIT_STATUS.json,json,1047,2026-07-24T12:50:46.919454+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/P3SB_ORIGINAL_EVIDENCE_MANIFEST.json,json,3297,2026-07-24T12:50:46.920454+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/P3SB_UNCHANGED_VALIDATOR_STATUS.json,json,784,2026-07-24T12:50:46.910136+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/replay/P3SB_ENERGY.csv,csv,685,2026-07-24T12:27:56.216899+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/replay/P3SB_ENVIRONMENT.txt,txt,481,2026-07-24T12:27:31.755492+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/replay/P3SB_JOB_RECORD.txt,txt,620,2026-07-24T12:27:34.972201+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/replay/P3SB_RF_U.csv,csv,719,2026-07-24T12:27:52.453981+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/replay/P3SB_STATE_OUTPUT.csv,csv,14426,2026-07-24T12:27:49.529153+00:00,tracked,generated,results
results/validation/stage_p/p3sb_finalized_evidence_audit/replay/p3sb_baseline.sta,sta,1239,2026-07-24T12:28:30.231179+00:00,tracked,generated,results
results/validation/stage_p_static_audit/PARALLEL_SAFETY_AUDIT.json,json,2714,2026-07-24T08:26:26.602893+00:00,tracked,generated,results
results/validation/stage_p_static_audit/SHARED_VARIABLE_ACCESS.csv,csv,54782,2026-07-24T08:26:26.599465+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0/STATIC_VALIDATION.json,json,2469,2026-07-21T06:20:23.758516+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0/STATIC_VALIDATION.md,md,1235,2026-07-21T06:20:23.759517+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0_miseseri/STATIC_VALIDATION.json,json,2589,2026-07-21T06:20:24.036916+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0_miseseri/STATIC_VALIDATION.md,md,1298,2026-07-21T06:20:24.036916+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0_preanalysis/STATIC_VALIDATION.json,json,2419,2026-07-21T06:40:09.913043+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0_preanalysis/STATIC_VALIDATION.md,md,1287,2026-07-21T06:40:09.913043+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0_smoke/STATIC_VALIDATION.json,json,2431,2026-07-21T06:40:09.620782+00:00,tracked,generated,results
results/validation/unified_preprocessing/H0_smoke/STATIC_VALIDATION.md,md,1287,2026-07-21T06:40:09.621784+00:00,tracked,generated,results
results/validation/unified_preprocessing/H1/STATIC_VALIDATION.json,json,2483,2026-07-21T06:18:43.587837+00:00,tracked,generated,results
results/validation/unified_preprocessing/H1/STATIC_VALIDATION.md,md,1236,2026-07-21T06:18:43.587837+00:00,tracked,generated,results
runs/README.md,md,195,2026-07-14T06:43:31.666731+00:00,tracked,other,
runs/hpc/20260715_abaqus_environment_smoke/RUN_SUMMARY.md,md,1585,2026-07-15T04:36:17.998077+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke/abaqus_environment_smoke.pbs,pbs,824,2026-07-15T04:36:17.259723+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke/abq_env_smoke.o1374529,o1374529,2310,2026-07-15T04:36:17.409058+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke/pbs_completed_job.txt,txt,2202,2026-07-15T04:36:17.558969+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke/repository_revision.txt,txt,41,2026-07-15T04:36:17.704848+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke/scratch_run_directories.txt,txt,85,2026-07-15T04:36:17.851479+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_gcc/RUN_SUMMARY.md,md,2005,2026-07-15T04:46:03.058193+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_gcc/abaqus_environment_smoke.pbs,pbs,1026,2026-07-15T04:41:53.569216+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_gcc/abq_env_smoke.o1374530,o1374530,227,2026-07-15T04:41:53.718062+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_gcc/pbs_completed_job.txt,txt,2204,2026-07-15T04:41:53.864629+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_gcc/repository_revision.txt,txt,41,2026-07-15T04:41:54.015308+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_gcc/scratch_run_directories.txt,txt,170,2026-07-15T04:41:54.168041+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/RUN_SUMMARY.md,md,1758,2026-07-15T04:51:35.030877+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/abaqus_environment_smoke.pbs,pbs,1121,2026-07-15T04:51:34.123407+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/abq_env_smoke.o1374531,o1374531,2923,2026-07-15T04:51:34.274036+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/job_id.txt,txt,18,2026-07-15T04:51:34.733596+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/pbs_completed_job.txt,txt,2329,2026-07-15T04:51:34.424293+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/repository_revision.txt,txt,41,2026-07-15T04:56:48.611333+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_environment_smoke_rerun_revision_env/scratch_run_directories.txt,txt,255,2026-07-15T04:51:34.884613+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/RUN_SUMMARY.md,md,1790,2026-07-15T05:11:01.285929+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abaqus_user_subroutine_smoke.com,com,3139,2026-07-15T05:10:47.029275+00:00,untracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abaqus_user_subroutine_smoke.dat,dat,9610,2026-07-15T05:10:47.387660+00:00,untracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abaqus_user_subroutine_smoke.inp,inp,509,2026-07-15T05:10:46.736325+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abaqus_user_subroutine_smoke.msg,msg,19816,2026-07-15T05:10:47.240928+00:00,untracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abaqus_user_subroutine_smoke.pbs,pbs,2369,2026-07-15T05:10:45.680645+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abaqus_user_subroutine_smoke.sta,sta,1038,2026-07-15T05:10:47.533688+00:00,untracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/abq_usrsub_smoke.o1374532,o1374532,3483,2026-07-15T05:10:45.841190+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/compile_link_license_completion_grep.txt,txt,2834,2026-07-15T05:10:46.589506+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/job_id.txt,txt,18,2026-07-15T05:10:46.289870+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/pbs_completed_job.txt,txt,2347,2026-07-15T05:10:45.990265+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/pbs_output_compile_link_license_grep.txt,txt,1925,2026-07-15T05:10:47.684811+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/repository_revision.txt,txt,41,2026-07-15T05:10:46.141452+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/scratch_listing.txt,txt,1266,2026-07-15T05:10:46.440939+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke/uexternaldb_smoke.for,for,336,2026-07-15T05:10:46.880958+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/CALLBACK_INVESTIGATION.md,md,8018,2026-07-15T05:29:34.407255+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/binary_inspection.txt,txt,112,2026-07-15T05:28:22.536727+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/commands_used.txt,txt,634,2026-07-15T05:28:21.319046+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/diagnostic_summary.txt,txt,2676,2026-07-15T05:28:21.468200+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/file_inventory.tsv,tsv,50132,2026-07-15T05:28:21.689215+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/marker_search.txt,txt,1242,2026-07-15T05:28:21.837175+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/scratch_references_from_text.txt,txt,8423,2026-07-15T05:28:22.686833+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/text_output_hits.txt,txt,511106,2026-07-15T05:28:22.387724+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_callback_investigation/text_search.txt,txt,19591,2026-07-15T05:28:21.986807+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/RUN_SUMMARY.md,md,1696,2026-07-15T06:00:14.586125+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_return_code.txt,txt,2,2026-07-15T05:59:54.857441+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_scratch_inventory.tsv,tsv,35,2026-07-15T05:59:55.044112+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke.inp,inp,509,2026-07-15T05:59:55.228939+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke_retry.com,com,3167,2026-07-15T05:59:55.412136+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke_retry.dat,dat,9610,2026-07-15T05:59:55.596374+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke_retry.env,env,91410,2026-07-15T05:59:55.894106+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke_retry.msg,msg,21644,2026-07-15T05:59:56.089849+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke_retry.prt,prt,118,2026-07-15T05:59:56.269903+00:00,untracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abaqus_user_subroutine_smoke_retry.sta,sta,1038,2026-07-15T05:59:56.450127+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/abq_usrsub_retry.o1374533,o1374533,12311,2026-07-15T05:59:59.919453+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/acceptance_checks.txt,txt,281,2026-07-15T05:59:56.630902+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/artifact_symbol_string_checks.txt,txt,4135,2026-07-15T05:59:56.813740+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/available_text_diagnostics.txt,txt,804,2026-07-15T05:59:56.996841+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/callback_token_search.txt,txt,6645,2026-07-15T05:59:57.181280+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/compile_link_library_search.txt,txt,72127,2026-07-15T05:59:57.401463+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/compiler_link_artifact_candidates.txt,txt,1066,2026-07-15T05:59:57.585114+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/final_classification.txt,txt,370,2026-07-15T05:59:57.782583+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/job_id.txt,txt,18,2026-07-15T05:59:57.973766+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/pbs_completed_job.txt,txt,2418,2026-07-15T06:00:01.324025+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/repository_revision.txt,txt,41,2026-07-15T05:59:58.156356+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/uexternaldb_smoke.called,called,83,2026-07-15T05:59:58.337913+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/uexternaldb_smoke_getoutdir.for,for,1242,2026-07-15T05:59:58.520955+00:00,tracked,generated_or_evidence,runs
runs/hpc/20260715_abaqus_user_subroutine_smoke_retry/work_directory_inventory.tsv,tsv,1698,2026-07-15T05:59:58.692806+00:00,tracked,generated_or_evidence,runs
runs/hpc/molnar_lc015_h_convergence/H0_exact/PRIOR_FAILURE_CLASSIFICATION.md,md,454,2026-07-20T12:09:02.360377+00:00,tracked,generated_or_evidence,runs
runs/hpc/molnar_lc015_h_convergence/H0_exact/QSTAT_H0_INITIAL.txt,txt,2244,2026-07-20T11:44:30.628332+00:00,tracked,generated_or_evidence,runs
runs/hpc/molnar_lc015_h_convergence/H0_exact/RUN_MANIFEST.md,md,756,2026-07-20T11:45:14.400638+00:00,tracked,generated_or_evidence,runs
runs/hpc/molnar_lc015_h_convergence/H0_exact/RUN_SUMMARY.md,md,226,2026-07-20T11:45:14.400638+00:00,tracked,generated_or_evidence,runs
runs/hpc/molnar_lc015_h_convergence/H1_h0025/PRIOR_FAILURE_CLASSIFICATION.md,md,285,2026-07-20T12:09:02.360377+00:00,tracked,generated_or_evidence,runs
runs/hpc/molnar_lc015_h_convergence/H1_h0025/QSTAT_H1_INITIAL.txt,txt,2320,2026-07-20T11:44:31.602834+00:00,tracked,generated_or_evidence,runs
